expid,cdtid,zecoid,aoTermId,chebiTermId,ccTermId,extra
ZDB-EXP-060929-2,ZECO:0000102,,none,none,,,
ZDB-EXP-060929-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-060929-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061002-1,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-061004-4,ZECO:0000229,,none,none,,,
ZDB-EXP-061009-4,ZECO:0000102,,none,none,,,
ZDB-EXP-061009-5,ZECO:0000102,,none,none,,,
ZDB-EXP-061012-1,ZECO:0000102,,none,none,,,
ZDB-EXP-061012-2,ZECO:0000102,,none,none,,,
ZDB-EXP-061012-3,ZECO:0000102,,none,none,,,
ZDB-EXP-061024-1,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-061024-2,ZECO:0000102,CHEBI:131190,none,none,,,
ZDB-EXP-061024-3,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-061024-3,ZECO:0000102,CHEBI:31638,none,none,,,
ZDB-EXP-061101-2,ZECO:0000102,,none,none,,,
ZDB-EXP-061108-1,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-061108-3,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-061108-4,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-061108-5,ZECO:0000166,,none,none,,,
ZDB-EXP-061108-6,ZECO:0000166,,none,none,,,
ZDB-EXP-061109-1,ZECO:0000229,,none,none,,,
ZDB-EXP-061109-2,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061109-4,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061109-5,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061109-6,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061109-7,ZECO:0000238,CHEBI:91108,none,none,,,
ZDB-EXP-061109-8,ZECO:0000238,CHEBI:91108,none,none,,,
ZDB-EXP-061109-9,ZECO:0000238,CHEBI:91108,none,none,,,
ZDB-EXP-061110-1,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-2,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-3,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-4,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-5,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-6,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061110-8,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-061114-2,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-061115-1,ZECO:0000146,,none,none,,,
ZDB-EXP-061115-2,ZECO:0000149,,none,none,,,
ZDB-EXP-061115-3,ZECO:0000150,,none,none,,,
ZDB-EXP-061128-1,ZECO:0000102,,none,none,,,
ZDB-EXP-061129-4,ZECO:0000166,,none,none,,,
ZDB-EXP-061129-5,ZECO:0000166,,none,none,,,
ZDB-EXP-061130-1,ZECO:0000102,CHEBI:52007,none,none,,,
ZDB-EXP-061207-2,ZECO:0000229,,none,none,,,
ZDB-EXP-061207-3,ZECO:0000102,CHEBI:45616,none,none,,,
ZDB-EXP-061208-6,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061211-1,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061211-3,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061212-2,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-061213-14,ZECO:0000102,CHEBI:50914,none,none,,,
ZDB-EXP-061213-15,ZECO:0000102,CHEBI:92211,none,none,,,
ZDB-EXP-061213-4,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061213-5,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061213-6,ZECO:0000102,CHEBI:83060,none,none,,,
ZDB-EXP-061213-7,ZECO:0000102,CHEBI:91222,none,none,,,
ZDB-EXP-061214-10,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061214-10,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-2,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-3,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-4,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-6,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061214-6,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-7,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061214-7,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-8,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061214-9,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-061214-9,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-061215-1,ZECO:0000102,CHEBI:25944,none,none,,,
ZDB-EXP-061215-10,ZECO:0000229,,none,none,,,
ZDB-EXP-061215-2,ZECO:0000102,CHEBI:23414,none,none,,,
ZDB-EXP-061215-2,ZECO:0000102,CHEBI:91222,none,none,,,
ZDB-EXP-061215-3,ZECO:0000102,CHEBI:91222,none,none,,,
ZDB-EXP-061215-3,ZECO:0000102,CHEBI:81494,none,none,,,
ZDB-EXP-061215-4,ZECO:0000102,CHEBI:83060,none,none,,,
ZDB-EXP-061215-4,ZECO:0000102,CHEBI:23414,none,none,,,
ZDB-EXP-061215-5,ZECO:0000102,CHEBI:83060,none,none,,,
ZDB-EXP-061215-5,ZECO:0000102,,none,none,,,
ZDB-EXP-061215-6,ZECO:0000102,CHEBI:23414,none,none,,,
ZDB-EXP-061215-6,ZECO:0000102,CHEBI:25944,none,none,,,
ZDB-EXP-061215-7,ZECO:0000102,CHEBI:81494,none,none,,,
ZDB-EXP-061215-7,ZECO:0000102,CHEBI:25944,none,none,,,
ZDB-EXP-061218-2,ZECO:0000229,,none,none,,,
ZDB-EXP-061227-1,ZECO:0000102,CHEBI:73558,none,none,,,
ZDB-EXP-061228-4,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070102-1,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070102-2,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070111-1,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070111-4,ZECO:0000208,,none,none,,,
ZDB-EXP-070111-5,ZECO:0000208,,none,none,,,
ZDB-EXP-070111-9,ZECO:0000102,,none,none,,,
ZDB-EXP-070118-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070119-1,ZECO:0000102,CHEBI:4480,none,none,,,
ZDB-EXP-070122-1,ZECO:0000229,,none,none,,,
ZDB-EXP-070123-1,ZECO:0000102,CHEBI:4903,none,none,,,
ZDB-EXP-070123-3,ZECO:0000108,,none,none,,,
ZDB-EXP-070123-4,ZECO:0000106,,none,none,,,
ZDB-EXP-070123-4,ZECO:0000108,,none,none,,,
ZDB-EXP-070124-1,ZECO:0000208,,none,none,,,
ZDB-EXP-070129-1,ZECO:0000229,,none,none,,,
ZDB-EXP-070129-3,ZECO:0000150,,none,none,,,
ZDB-EXP-070129-4,ZECO:0000149,,none,none,,,
ZDB-EXP-070131-1,ZECO:0000171,ZFA:0005061,none,none,,,
ZDB-EXP-070131-2,ZECO:0000171,ZFA:0005061,none,none,,,
ZDB-EXP-070131-3,ZECO:0000171,ZFA:0005061,none,none,,,
ZDB-EXP-070131-4,ZECO:0000166,,none,none,,,
ZDB-EXP-070131-4,ZECO:0000171,ZFA:0005061,none,none,,,
ZDB-EXP-070205-1,ZECO:0000154,,none,none,,,
ZDB-EXP-070205-2,ZECO:0000154,,none,none,,,
ZDB-EXP-070206-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070207-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070214-5,ZECO:0000166,,none,none,,,
ZDB-EXP-070214-6,ZECO:0000166,,none,none,,,
ZDB-EXP-070222-1,ZECO:0000102,CHEBI:4903,none,none,,,
ZDB-EXP-070222-2,ZECO:0000102,CHEBI:27563,none,none,,,
ZDB-EXP-070226-10,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070226-11,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070226-11,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070226-15,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070226-16,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070226-9,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070227-3,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070228-5,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-070302-3,ZECO:0000102,,none,none,,,
ZDB-EXP-070307-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070307-2,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070312-1,ZECO:0000102,CHEBI:51137,none,none,,,
ZDB-EXP-070314-1,ZECO:0000102,CHEBI:17336,none,none,,,
ZDB-EXP-070314-2,ZECO:0000102,CHEBI:17898,none,none,,,
ZDB-EXP-070314-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070314-4,ZECO:0000102,CHEBI:80656,none,none,,,
ZDB-EXP-070315-4,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070320-1,ZECO:0000229,,none,none,,,
ZDB-EXP-070321-1,ZECO:0000229,,none,none,,,
ZDB-EXP-070321-4,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070326-1,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-070327-5,ZECO:0000166,,none,none,,,
ZDB-EXP-070402-1,ZECO:0000102,CHEBI:51348,none,none,,,
ZDB-EXP-070402-2,ZECO:0000102,CHEBI:51348,none,none,,,
ZDB-EXP-070402-3,ZECO:0000102,CHEBI:39106,none,none,,,
ZDB-EXP-070402-4,ZECO:0000102,CHEBI:39106,none,none,,,
ZDB-EXP-070403-1,ZECO:0000102,CHEBI:39106,none,none,,,
ZDB-EXP-070403-2,ZECO:0000229,,none,none,,,
ZDB-EXP-070403-4,ZECO:0000166,,none,none,,,
ZDB-EXP-070403-4,ZECO:0000229,,none,none,,,
ZDB-EXP-070405-1,ZECO:0000229,ZFA:0000123,none,none,,,
ZDB-EXP-070406-1,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-070410-8,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070410-9,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070411-1,ZECO:0000102,CHEBI:51687,none,none,,,
ZDB-EXP-070411-11,ZECO:0000166,,none,none,,,
ZDB-EXP-070411-2,ZECO:0000102,CHEBI:51348,none,none,,,
ZDB-EXP-070411-3,ZECO:0000102,CHEBI:32600,none,none,,,
ZDB-EXP-070411-4,ZECO:0000102,CHEBI:51687,none,none,,,
ZDB-EXP-070411-5,ZECO:0000102,CHEBI:51348,none,none,,,
ZDB-EXP-070411-7,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070411-8,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070412-2,ZECO:0000166,,none,none,,,
ZDB-EXP-070412-6,ZECO:0000102,CHEBI:101854,none,none,,,
ZDB-EXP-070412-8,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070412-8,ZECO:0000102,CHEBI:101854,none,none,,,
ZDB-EXP-070412-9,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070412-9,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070415-1,ZECO:0000102,CHEBI:49976,none,none,,,
ZDB-EXP-070415-2,ZECO:0000102,CHEBI:35456,none,none,,,
ZDB-EXP-070416-1,ZECO:0000237,CHEBI:17898,none,none,,,
ZDB-EXP-070416-2,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070417-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070418-1,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-070430-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070430-10,ZECO:0000102,,none,none,,,
ZDB-EXP-070430-11,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070430-12,ZECO:0000166,,none,none,,,
ZDB-EXP-070430-13,ZECO:0000166,,none,none,,,
ZDB-EXP-070430-14,ZECO:0000166,,none,none,,,
ZDB-EXP-070430-8,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070430-9,ZECO:0000166,,none,none,,,
ZDB-EXP-070503-2,ZECO:0000114,,none,none,,,
ZDB-EXP-070503-3,ZECO:0000114,,none,none,,,
ZDB-EXP-070507-10,ZECO:0000166,,none,none,,,
ZDB-EXP-070507-11,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070507-12,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070507-13,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070507-15,ZECO:0000166,,none,none,,,
ZDB-EXP-070507-17,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070508-10,ZECO:0000102,CHEBI:7507,none,none,,,
ZDB-EXP-070508-11,ZECO:0000102,CHEBI:26536,none,none,,,
ZDB-EXP-070508-13,ZECO:0000102,CHEBI:28619,none,none,,,
ZDB-EXP-070508-14,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-070508-2,ZECO:0000102,CHEBI:17336,none,none,,,
ZDB-EXP-070508-3,ZECO:0000102,CHEBI:52075,none,none,,,
ZDB-EXP-070508-6,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070508-7,ZECO:0000166,,none,none,,,
ZDB-EXP-070508-9,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-070511-1,ZECO:0000102,CHEBI:132173,none,none,,,
ZDB-EXP-070522-1,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070522-2,ZECO:0000166,,none,none,,,
ZDB-EXP-070524-1,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-070529-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070531-11,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-070531-2,ZECO:0000102,CHEBI:16767,none,none,,,
ZDB-EXP-070531-3,ZECO:0000102,CHEBI:16767,none,none,,,
ZDB-EXP-070531-4,ZECO:0000102,CHEBI:16767,none,none,,,
ZDB-EXP-070531-6,ZECO:0000102,CHEBI:16767,none,none,,,
ZDB-EXP-070531-7,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070531-8,ZECO:0000102,CHEBI:16767,none,none,,,
ZDB-EXP-070604-2,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-070604-5,ZECO:0000166,,none,none,,,
ZDB-EXP-070608-4,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070608-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070608-6,ZECO:0000102,CHEBI:86194,none,none,,,
ZDB-EXP-070608-7,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070612-14,ZECO:0000166,,none,none,,,
ZDB-EXP-070612-15,ZECO:0000166,,none,none,,,
ZDB-EXP-070612-6,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070612-7,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070615-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070619-7,ZECO:0000166,,none,none,,,
ZDB-EXP-070620-6,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070621-4,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070621-5,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070626-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070626-6,ZECO:0000166,,none,none,,,
ZDB-EXP-070628-10,ZECO:0000229,,none,none,,,
ZDB-EXP-070628-10,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-070628-13,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070628-9,ZECO:0000229,,none,none,,,
ZDB-EXP-070628-9,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-070629-1,ZECO:0000229,,none,none,,,
ZDB-EXP-070629-1,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-070629-2,ZECO:0000229,,none,none,,,
ZDB-EXP-070629-3,ZECO:0000229,,none,none,,,
ZDB-EXP-070629-4,ZECO:0000229,,none,none,,,
ZDB-EXP-070706-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070706-2,ZECO:0000166,,none,none,,,
ZDB-EXP-070706-3,ZECO:0000166,,none,none,,,
ZDB-EXP-070706-4,ZECO:0000166,,none,none,,,
ZDB-EXP-070706-5,ZECO:0000166,,none,none,,,
ZDB-EXP-070709-1,ZECO:0000102,CHEBI:23414,none,none,,,
ZDB-EXP-070710-10,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-11,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-12,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-13,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-070710-6,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-7,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-8,ZECO:0000166,,none,none,,,
ZDB-EXP-070710-9,ZECO:0000166,,none,none,,,
ZDB-EXP-070711-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070711-2,ZECO:0000166,,none,none,,,
ZDB-EXP-070711-3,ZECO:0000166,,none,none,,,
ZDB-EXP-070717-7,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070720-1,ZECO:0000102,CHEBI:27666 ,none,none,,,
ZDB-EXP-070720-2,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-070725-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070726-5,ZECO:0000102,CHEBI:77013,none,none,,,
ZDB-EXP-070726-6,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-070726-7,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-070730-1,ZECO:0000172,,none,none,,,
ZDB-EXP-070730-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070730-12,ZECO:0000162,,none,none,,,
ZDB-EXP-070730-2,ZECO:0000172,,none,none,,,
ZDB-EXP-070730-2,ZECO:0000163,,none,none,,,
ZDB-EXP-070730-3,ZECO:0000229,,none,none,,,
ZDB-EXP-070730-3,ZECO:0000163,,none,none,,,
ZDB-EXP-070730-4,ZECO:0000229,,none,none,,,
ZDB-EXP-070730-4,ZECO:0000163,,none,none,,,
ZDB-EXP-070730-8,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-070731-1,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-070731-10,ZECO:0000172,,none,none,,,
ZDB-EXP-070731-10,ZECO:0000163,,none,none,,,
ZDB-EXP-070731-2,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-070731-3,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-070731-4,ZECO:0000102,CHEBI:17347 ,none,none,,,
ZDB-EXP-070731-5,ZECO:0000102,CHEBI:16330,none,none,,,
ZDB-EXP-070731-6,ZECO:0000102,CHEBI:17347,none,none,,,
ZDB-EXP-070731-6,ZECO:0000102,CHEBI:31638,none,none,,,
ZDB-EXP-070731-7,ZECO:0000102,CHEBI:31638,none,none,,,
ZDB-EXP-070731-8,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-070731-8,ZECO:0000102,CHEBI:31638,none,none,,,
ZDB-EXP-070731-9,ZECO:0000172,,none,none,,,
ZDB-EXP-070731-9,ZECO:0000163,,none,none,,,
ZDB-EXP-070801-10,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070801-2,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070801-3,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-070801-4,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-070801-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070801-6,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070803-1,ZECO:0000102,,none,none,,,
ZDB-EXP-070803-3,ZECO:0000102,,none,none,,,
ZDB-EXP-070803-4,ZECO:0000102,,none,none,,,
ZDB-EXP-070803-6,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070803-7,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070803-8,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-070806-1,ZECO:0000102,,none,none,,,
ZDB-EXP-070806-2,ZECO:0000102,,none,none,,,
ZDB-EXP-070806-5,ZECO:0000238,CHEBI:15367,none,none,,,
ZDB-EXP-070810-1,ZECO:0000102,,none,none,,,
ZDB-EXP-070810-2,ZECO:0000102,CHEBI:25944,none,none,,,
ZDB-EXP-070810-3,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-070814-1,ZECO:0000166,,none,none,,,
ZDB-EXP-070816-1,ZECO:0000102,CHEBI:4167,none,none,,,
ZDB-EXP-070816-2,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-070816-2,ZECO:0000102,CHEBI:131188,none,none,,,
ZDB-EXP-070816-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070816-4,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-070816-4,ZECO:0000102,CHEBI:131188,none,none,,,
ZDB-EXP-070816-4,ZECO:0000102,CHEBI:6802,none,none,,,
ZDB-EXP-070816-5,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-070816-5,ZECO:0000102,CHEBI:131188,none,none,,,
ZDB-EXP-070816-5,ZECO:0000102,CHEBI:5384,none,none,,,
ZDB-EXP-070816-6,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-070816-6,ZECO:0000102,CHEBI:131188,none,none,,,
ZDB-EXP-070816-6,ZECO:0000102,CHEBI:50122,none,none,,,
ZDB-EXP-070816-7,ZECO:0000102,CHEBI:50122,none,none,,,
ZDB-EXP-070822-5,ZECO:0000102,,none,none,,,
ZDB-EXP-070831-10,ZECO:0000102,CHEBI:73458,none,none,,,
ZDB-EXP-070831-15,ZECO:0000208,,none,none,,,
ZDB-EXP-070831-16,ZECO:0000102,,none,none,,,
ZDB-EXP-070831-16,ZECO:0000208,,none,none,,,
ZDB-EXP-070831-17,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-070831-3,ZECO:0000102,CHEBI:17351,none,none,,,
ZDB-EXP-070831-4,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-070831-5,ZECO:0000102,,none,none,,,
ZDB-EXP-070831-6,ZECO:0000102,CHEBI:49662 ,none,none,,,
ZDB-EXP-070831-7,ZECO:0000102,,none,none,,,
ZDB-EXP-070831-8,ZECO:0000102,,none,none,,,
ZDB-EXP-070831-9,ZECO:0000102,CHEBI:76274,none,none,,,
ZDB-EXP-070905-2,ZECO:0000181,ZFA:0000435,none,none,,,
ZDB-EXP-070905-3,ZECO:0000181,ZFA:0000435,none,none,,,
ZDB-EXP-070905-4,ZECO:0000181,ZFA:0000435,none,none,,,
ZDB-EXP-070905-5,ZECO:0000181,ZFA:0000435,none,none,,,
ZDB-EXP-070905-6,ZECO:0000229,,none,none,,,
ZDB-EXP-070906-12,ZECO:0000110,696863,none,none,,,
ZDB-EXP-070906-2,ZECO:0000110,696863,none,none,,,
ZDB-EXP-070912-5,ZECO:0000146,,none,none,,,
ZDB-EXP-070917-3,ZECO:0000102,CHEBI:556075,none,none,,,
ZDB-EXP-070917-4,ZECO:0000166,,none,none,,,
ZDB-EXP-070917-5,ZECO:0000102,CHEBI:64153,none,none,,,
ZDB-EXP-070919-23,ZECO:0000102,CHEBI:91222,none,none,,,
ZDB-EXP-070919-27,ZECO:0000102,CHEBI:91084,none,none,,,
ZDB-EXP-070919-28,ZECO:0000102,CHEBI:91222,none,none,,,
ZDB-EXP-070920-16,ZECO:0000208,,none,none,,,
ZDB-EXP-070920-18,ZECO:0000208,,none,none,,,
ZDB-EXP-070920-19,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-070920-20,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070920-23,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070920-24,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-070921-1,ZECO:0000102,CHEBI:132086,none,none,,,
ZDB-EXP-070921-2,ZECO:0000102,CHEBI:132086,none,none,,,
ZDB-EXP-070921-4,ZECO:0000166,,none,none,,,
ZDB-EXP-070924-1,ZECO:0000102,CHEBI:18258,none,none,,,
ZDB-EXP-070924-2,ZECO:0000102,CHEBI:4903,none,none,,,
ZDB-EXP-070924-3,ZECO:0000102,CHEBI:79516,none,none,,,
ZDB-EXP-071004-1,ZECO:0000166,,none,none,,,
ZDB-EXP-071004-2,ZECO:0000166,,none,none,,,
ZDB-EXP-071004-3,ZECO:0000166,,none,none,,,
ZDB-EXP-071004-4,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-071005-1,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-071008-5,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-071012-2,ZECO:0000102,CHEBI:46024,none,none,,,
ZDB-EXP-071017-1,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-071017-10,ZECO:0000102,CHEBI:38459,none,none,,,
ZDB-EXP-071017-11,ZECO:0000102,CHEBI:92369,none,none,,,
ZDB-EXP-071017-12,ZECO:0000102,CHEBI:132084,none,none,,,
ZDB-EXP-071017-2,ZECO:0000102,CHEBI:91083,none,none,,,
ZDB-EXP-071017-3,ZECO:0000102,CHEBI:91462,none,none,,,
ZDB-EXP-071017-4,ZECO:0000102,CHEBI:38459,none,none,,,
ZDB-EXP-071017-5,ZECO:0000102,CHEBI:92369,none,none,,,
ZDB-EXP-071017-6,ZECO:0000102,CHEBI:132084,none,none,,,
ZDB-EXP-071017-7,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-071017-8,ZECO:0000102,CHEBI:91462,none,none,,,
ZDB-EXP-071017-9,ZECO:0000102,CHEBI:91083,none,none,,,
ZDB-EXP-071023-3,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-071023-4,ZECO:0000102,CHEBI:42471,none,none,,,
ZDB-EXP-071023-6,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-071023-7,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-071025-9,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-071108-1,ZECO:0000106,,none,none,,,
ZDB-EXP-071108-1,ZECO:0000229,,none,none,,,
ZDB-EXP-071109-1,ZECO:0000166,,none,none,,,
ZDB-EXP-071109-8,ZECO:0000102,CHEBI:22977,none,none,,,
ZDB-EXP-071114-3,ZECO:0000102,,none,none,,,
ZDB-EXP-071114-4,ZECO:0000229,,none,none,,,
ZDB-EXP-071120-2,ZECO:0000166,,none,none,,,
ZDB-EXP-071125-1,ZECO:0000102,CHEBI:16412,none,none,,,
