genox_zdb_id,genox_exp_zdb_id,genox_is_standard,genox_is_std_or_generic_control,genox_fish_zdb_id
ZDB-GENOX-131118-8,ZDB-EXP-131118-7,t,t,ZDB-FISH-150901-2304
ZDB-GENOX-131118-9,ZDB-EXP-131115-1,t,t,ZDB-FISH-150901-28551
ZDB-GENOX-131119-1,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14190
ZDB-GENOX-131119-10,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5948
ZDB-GENOX-131119-2,ZDB-EXP-131119-1,t,t,ZDB-FISH-150901-22486
ZDB-GENOX-131119-3,ZDB-EXP-131119-1,t,t,ZDB-FISH-150901-19565
ZDB-GENOX-131119-4,ZDB-EXP-131119-1,t,t,ZDB-FISH-150901-21422
ZDB-GENOX-131119-5,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25931
ZDB-GENOX-131119-6,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5926
ZDB-GENOX-131119-7,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15059
ZDB-GENOX-131119-9,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1439
ZDB-GENOX-131120-10,ZDB-EXP-131120-6,t,t,ZDB-FISH-150901-1053
ZDB-GENOX-131120-11,ZDB-EXP-131120-7,t,t,ZDB-FISH-150901-21958
ZDB-GENOX-131120-12,ZDB-EXP-131120-11,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131120-13,ZDB-EXP-131120-14,t,t,ZDB-FISH-150901-11045
ZDB-GENOX-131120-14,ZDB-EXP-131120-20,t,t,ZDB-FISH-150901-12434
ZDB-GENOX-131120-15,ZDB-EXP-131120-19,t,t,ZDB-FISH-150901-29655
ZDB-GENOX-131120-18,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28670
ZDB-GENOX-131120-19,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21424
ZDB-GENOX-131120-2,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-18562
ZDB-GENOX-131120-20,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24185
ZDB-GENOX-131120-21,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11431
ZDB-GENOX-131120-22,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25053
ZDB-GENOX-131120-23,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5070
ZDB-GENOX-131120-24,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4203
ZDB-GENOX-131120-25,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17782
ZDB-GENOX-131120-26,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8687
ZDB-GENOX-131120-27,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13259
ZDB-GENOX-131120-28,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19583
ZDB-GENOX-131120-29,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26833
ZDB-GENOX-131120-3,ZDB-EXP-131120-1,t,t,ZDB-FISH-150901-4084
ZDB-GENOX-131120-30,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15061
ZDB-GENOX-131120-31,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14194
ZDB-GENOX-131120-32,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23251
ZDB-GENOX-131120-33,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14195
ZDB-GENOX-131120-34,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19584
ZDB-GENOX-131120-35,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15940
ZDB-GENOX-131120-36,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4202
ZDB-GENOX-131120-37,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29575
ZDB-GENOX-131120-38,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9592
ZDB-GENOX-131120-39,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3268
ZDB-GENOX-131120-4,ZDB-EXP-131120-1,t,t,ZDB-FISH-150901-1975
ZDB-GENOX-131120-40,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22337
ZDB-GENOX-131120-41,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25932
ZDB-GENOX-131120-42,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2354
ZDB-GENOX-131120-43,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18678
ZDB-GENOX-131120-44,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7791
ZDB-GENOX-131120-45,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16841
ZDB-GENOX-131120-46,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8686
ZDB-GENOX-131120-47,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20502
ZDB-GENOX-131120-48,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-519
ZDB-GENOX-131120-49,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17781
ZDB-GENOX-131120-5,ZDB-EXP-131120-9,t,t,ZDB-FISH-150901-24814
ZDB-GENOX-131120-50,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10511
ZDB-GENOX-131120-51,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21423
ZDB-GENOX-131120-52,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20503
ZDB-GENOX-131120-53,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12346
ZDB-GENOX-131120-54,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22338
ZDB-GENOX-131120-55,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24186
ZDB-GENOX-131120-56,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10512
ZDB-GENOX-131120-57,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5949
ZDB-GENOX-131120-58,ZDB-EXP-131120-26,t,t,ZDB-FISH-150901-25747
ZDB-GENOX-131120-59,ZDB-EXP-131120-25,t,t,ZDB-FISH-150901-5764
ZDB-GENOX-131120-6,ZDB-EXP-131120-7,t,t,ZDB-FISH-150901-20263
ZDB-GENOX-131120-60,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2355
ZDB-GENOX-131120-61,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11432
ZDB-GENOX-131120-62,ZDB-EXP-131120-29,t,t,ZDB-FISH-150901-1440
ZDB-GENOX-131120-63,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-28670
ZDB-GENOX-131120-64,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25005
ZDB-GENOX-131120-65,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23210
ZDB-GENOX-131120-66,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9550
ZDB-GENOX-131120-67,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26790
ZDB-GENOX-131120-68,ZDB-EXP-131120-15,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131120-69,ZDB-EXP-131120-16,f,f,ZDB-FISH-150901-1052
ZDB-GENOX-131120-7,ZDB-EXP-131120-10,t,t,ZDB-FISH-150901-13653
ZDB-GENOX-131120-70,ZDB-EXP-131120-18,f,f,ZDB-FISH-150901-1052
ZDB-GENOX-131120-71,ZDB-EXP-131120-17,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131120-72,ZDB-EXP-131120-12,t,t,ZDB-FISH-150901-14766
ZDB-GENOX-131120-73,ZDB-EXP-131120-13,t,t,ZDB-FISH-150901-6563
ZDB-GENOX-131120-74,ZDB-EXP-131119-2,t,t,ZDB-FISH-150901-11967
ZDB-GENOX-131120-75,ZDB-EXP-131119-3,t,t,ZDB-FISH-150901-2892
ZDB-GENOX-131120-76,ZDB-EXP-131120-31,t,t,ZDB-FISH-150901-9214
ZDB-GENOX-131120-77,ZDB-EXP-131120-32,t,t,ZDB-FISH-150901-27393
ZDB-GENOX-131120-78,ZDB-EXP-131120-30,t,t,ZDB-FISH-150901-3742
ZDB-GENOX-131120-8,ZDB-EXP-131120-10,t,t,ZDB-FISH-150901-21037
ZDB-GENOX-131120-9,ZDB-EXP-131120-5,t,t,ZDB-FISH-150901-7410
ZDB-GENOX-131121-1,ZDB-EXP-131121-2,t,t,ZDB-FISH-150901-5814
ZDB-GENOX-131121-10,ZDB-EXP-131121-12,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131121-11,ZDB-EXP-131121-12,f,f,ZDB-FISH-150901-3952
ZDB-GENOX-131121-12,ZDB-EXP-131121-13,t,t,ZDB-FISH-150901-14280
ZDB-GENOX-131121-13,ZDB-EXP-131121-14,t,t,ZDB-FISH-150901-9661
ZDB-GENOX-131121-2,ZDB-EXP-131121-1,t,t,ZDB-FISH-150901-19437
ZDB-GENOX-131121-3,ZDB-EXP-131121-3,t,t,ZDB-FISH-150901-24030
ZDB-GENOX-131121-4,ZDB-EXP-131121-4,t,t,ZDB-FISH-150901-26680
ZDB-GENOX-131121-5,ZDB-EXP-131121-7,t,t,ZDB-FISH-150901-8537
ZDB-GENOX-131121-6,ZDB-EXP-131121-9,t,t,ZDB-FISH-150901-6697
ZDB-GENOX-131121-7,ZDB-EXP-131121-8,t,t,ZDB-FISH-150901-14911
ZDB-GENOX-131121-8,ZDB-EXP-131121-10,t,t,ZDB-FISH-150901-3408
ZDB-GENOX-131121-9,ZDB-EXP-131121-11,t,t,ZDB-FISH-150901-21959
ZDB-GENOX-131122-1,ZDB-EXP-131122-3,f,f,ZDB-FISH-150901-27527
ZDB-GENOX-131122-10,ZDB-EXP-131122-11,t,t,ZDB-FISH-150901-20589
ZDB-GENOX-131122-11,ZDB-EXP-131122-12,t,t,ZDB-FISH-150901-16933
ZDB-GENOX-131122-13,ZDB-EXP-131122-13,f,f,ZDB-FISH-150901-10130
ZDB-GENOX-131122-14,ZDB-EXP-131122-14,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131122-15,ZDB-EXP-131122-16,f,f,ZDB-FISH-150901-6474
ZDB-GENOX-131122-16,ZDB-EXP-131122-15,f,f,ZDB-FISH-150901-1054
ZDB-GENOX-131122-18,ZDB-EXP-131122-21,t,t,ZDB-FISH-150901-19410
ZDB-GENOX-131122-19,ZDB-EXP-131122-21,t,t,ZDB-FISH-150901-20125
ZDB-GENOX-131122-2,ZDB-EXP-131122-4,f,f,ZDB-FISH-150901-2103
ZDB-GENOX-131122-20,ZDB-EXP-131122-23,t,t,ZDB-FISH-150901-25007
ZDB-GENOX-131122-21,ZDB-EXP-131122-24,t,t,ZDB-FISH-150901-471
ZDB-GENOX-131122-22,ZDB-EXP-131122-22,t,t,ZDB-FISH-150901-10462
ZDB-GENOX-131122-23,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-21378
ZDB-GENOX-131122-24,ZDB-EXP-131122-26,t,t,ZDB-FISH-150901-28628
ZDB-GENOX-131122-25,ZDB-EXP-131122-25,t,t,ZDB-FISH-150901-16799
ZDB-GENOX-131122-26,ZDB-EXP-131122-27,t,t,ZDB-FISH-150901-14148
ZDB-GENOX-131122-27,ZDB-EXP-131122-28,t,t,ZDB-FISH-150901-26791
ZDB-GENOX-131122-28,ZDB-EXP-131122-32,t,t,ZDB-FISH-150901-15015
ZDB-GENOX-131122-29,ZDB-EXP-131122-33,t,t,ZDB-FISH-150901-6808
ZDB-GENOX-131122-3,ZDB-EXP-131122-6,t,t,ZDB-FISH-150901-17535
ZDB-GENOX-131122-4,ZDB-EXP-131122-5,t,t,ZDB-FISH-150901-18446
ZDB-GENOX-131122-5,ZDB-EXP-131122-7,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131122-6,ZDB-EXP-131122-6,t,t,ZDB-FISH-150901-27288
ZDB-GENOX-131122-7,ZDB-EXP-131122-5,t,t,ZDB-FISH-150901-1048
ZDB-GENOX-131122-8,ZDB-EXP-131122-3,f,f,ZDB-FISH-150901-6474
ZDB-GENOX-131122-9,ZDB-EXP-131122-4,f,f,ZDB-FISH-150901-16466
ZDB-GENOX-131125-1,ZDB-EXP-131122-29,t,t,ZDB-FISH-150901-7744
ZDB-GENOX-131125-10,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6850
ZDB-GENOX-131125-12,ZDB-EXP-131122-19,t,t,ZDB-FISH-150901-17009
ZDB-GENOX-131125-13,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4172
ZDB-GENOX-131125-14,ZDB-EXP-131125-2,t,t,ZDB-FISH-150901-15645
ZDB-GENOX-131125-15,ZDB-EXP-131125-3,t,t,ZDB-FISH-150901-11122
ZDB-GENOX-131125-16,ZDB-EXP-131125-4,t,t,ZDB-FISH-150901-12111
ZDB-GENOX-131125-17,ZDB-EXP-131125-2,t,t,ZDB-FISH-150901-13967
ZDB-GENOX-131125-18,ZDB-EXP-131125-3,t,t,ZDB-FISH-150901-8472
ZDB-GENOX-131125-19,ZDB-EXP-131125-5,t,t,ZDB-FISH-150901-19206
ZDB-GENOX-131125-2,ZDB-EXP-131122-30,t,t,ZDB-FISH-150901-1395
ZDB-GENOX-131125-3,ZDB-EXP-131122-31,t,t,ZDB-FISH-150901-2304
ZDB-GENOX-131125-4,ZDB-EXP-131122-22,t,t,ZDB-FISH-150901-2863
ZDB-GENOX-131125-5,ZDB-EXP-131122-25,t,t,ZDB-FISH-150901-11046
ZDB-GENOX-131125-6,ZDB-EXP-131122-32,t,t,ZDB-FISH-150901-29198
ZDB-GENOX-131125-7,ZDB-EXP-131122-28,t,t,ZDB-FISH-150901-29109
ZDB-GENOX-131125-8,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14193
ZDB-GENOX-131125-9,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18679
ZDB-GENOX-131126-1,ZDB-EXP-080226-9,t,t,ZDB-FISH-150901-16842
ZDB-GENOX-131126-10,ZDB-EXP-131126-8,t,t,ZDB-FISH-150901-3808
ZDB-GENOX-131126-11,ZDB-EXP-131126-9,t,t,ZDB-FISH-150901-17402
ZDB-GENOX-131126-12,ZDB-EXP-131126-11,t,t,ZDB-FISH-150901-21038
ZDB-GENOX-131126-13,ZDB-EXP-131126-7,t,t,ZDB-FISH-150901-4699
ZDB-GENOX-131126-14,ZDB-EXP-131126-10,t,t,ZDB-FISH-150901-9215
ZDB-GENOX-131126-15,ZDB-EXP-131126-13,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131126-16,ZDB-EXP-131126-17,t,t,ZDB-FISH-150901-12968
ZDB-GENOX-131126-17,ZDB-EXP-131126-20,t,t,ZDB-FISH-150901-4773
ZDB-GENOX-131126-18,ZDB-EXP-131126-21,t,t,ZDB-FISH-150901-16552
ZDB-GENOX-131126-19,ZDB-EXP-131126-19,t,t,ZDB-FISH-150901-27469
ZDB-GENOX-131126-2,ZDB-EXP-071217-1,f,f,ZDB-FISH-150901-26834
ZDB-GENOX-131126-20,ZDB-EXP-131126-18,t,t,ZDB-FISH-150901-8402
ZDB-GENOX-131126-3,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15941
ZDB-GENOX-131126-4,ZDB-EXP-131126-2,t,t,ZDB-FISH-150901-18320
ZDB-GENOX-131126-5,ZDB-EXP-131126-1,t,t,ZDB-FISH-150901-1055
ZDB-GENOX-131126-6,ZDB-EXP-131126-3,t,t,ZDB-FISH-150901-25572
ZDB-GENOX-131126-7,ZDB-EXP-131126-5,t,t,ZDB-FISH-150901-11047
ZDB-GENOX-131126-8,ZDB-EXP-131126-6,t,t,ZDB-FISH-150901-28312
ZDB-GENOX-131126-9,ZDB-EXP-131126-4,t,t,ZDB-FISH-150901-12884
ZDB-GENOX-131127-1,ZDB-EXP-131127-1,t,t,ZDB-FISH-150901-29169
ZDB-GENOX-131127-11,ZDB-EXP-131127-3,t,t,ZDB-FISH-150901-17292
ZDB-GENOX-131127-12,ZDB-EXP-131126-19,t,t,ZDB-FISH-150901-142
ZDB-GENOX-131127-13,ZDB-EXP-131127-4,t,t,ZDB-FISH-150901-14691
ZDB-GENOX-131127-14,ZDB-EXP-131127-11,t,t,ZDB-FISH-150901-10134
ZDB-GENOX-131127-15,ZDB-EXP-131127-5,t,t,ZDB-FISH-150901-5589
ZDB-GENOX-131127-16,ZDB-EXP-131127-6,t,t,ZDB-FISH-150901-13800
ZDB-GENOX-131127-18,ZDB-EXP-131126-21,t,t,ZDB-FISH-150901-20126
ZDB-GENOX-131127-19,ZDB-EXP-131127-12,t,t,ZDB-FISH-150901-27394
ZDB-GENOX-131127-2,ZDB-EXP-131127-2,t,t,ZDB-FISH-150901-22876
ZDB-GENOX-131127-20,ZDB-EXP-131126-17,t,t,ZDB-FISH-150901-143
ZDB-GENOX-131127-21,ZDB-EXP-131127-13,t,t,ZDB-FISH-150901-10135
ZDB-GENOX-131127-22,ZDB-EXP-131127-15,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131127-23,ZDB-EXP-131127-16,f,f,ZDB-FISH-150901-11967
ZDB-GENOX-131127-24,ZDB-EXP-131127-17,t,t,ZDB-FISH-150901-38
ZDB-GENOX-131127-25,ZDB-EXP-131127-19,t,t,ZDB-FISH-150901-25480
ZDB-GENOX-131127-26,ZDB-EXP-131127-18,t,t,ZDB-FISH-150901-957
ZDB-GENOX-131127-3,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-5069
ZDB-GENOX-131127-4,ZDB-EXP-131127-3,t,t,ZDB-FISH-150901-11132
ZDB-GENOX-131127-5,ZDB-EXP-131127-4,t,t,ZDB-FISH-150901-22960
ZDB-GENOX-131127-6,ZDB-EXP-131127-5,t,t,ZDB-FISH-150901-21124
ZDB-GENOX-131127-7,ZDB-EXP-131127-6,t,t,ZDB-FISH-150901-2054
ZDB-GENOX-131202-1,ZDB-EXP-081022-10,t,t,ZDB-FISH-150901-3961
ZDB-GENOX-131202-2,ZDB-EXP-131202-1,t,t,ZDB-FISH-150901-25708
ZDB-GENOX-131203-1,ZDB-EXP-131203-1,t,t,ZDB-FISH-150901-21039
ZDB-GENOX-131203-2,ZDB-EXP-131203-3,t,t,ZDB-FISH-150901-15581
ZDB-GENOX-131203-3,ZDB-EXP-131203-2,t,t,ZDB-FISH-150901-11917
ZDB-GENOX-131203-4,ZDB-EXP-131203-4,t,t,ZDB-FISH-150901-9672
ZDB-GENOX-131204-1,ZDB-EXP-131204-1,t,t,ZDB-FISH-150901-26421
ZDB-GENOX-131204-10,ZDB-EXP-131204-9,t,t,ZDB-FISH-150901-13122
ZDB-GENOX-131204-11,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22340
ZDB-GENOX-131204-12,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16843
ZDB-GENOX-131204-13,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5071
ZDB-GENOX-131204-14,ZDB-EXP-131204-4,t,t,ZDB-FISH-150901-17645
ZDB-GENOX-131204-15,ZDB-EXP-131204-5,t,t,ZDB-FISH-150901-5830
ZDB-GENOX-131204-16,ZDB-EXP-131204-7,t,t,ZDB-FISH-150901-383
ZDB-GENOX-131204-17,ZDB-EXP-131204-6,t,t,ZDB-FISH-150901-6715
ZDB-GENOX-131204-18,ZDB-EXP-131204-3,t,t,ZDB-FISH-150901-16707
ZDB-GENOX-131204-19,ZDB-EXP-131204-11,t,t,ZDB-FISH-150901-26458
ZDB-GENOX-131204-2,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-28533
ZDB-GENOX-131204-20,ZDB-EXP-131204-10,t,t,ZDB-FISH-150901-7411
ZDB-GENOX-131204-21,ZDB-EXP-131204-12,f,f,ZDB-FISH-150901-13260
ZDB-GENOX-131204-22,ZDB-EXP-131204-12,f,f,ZDB-FISH-150901-12348
ZDB-GENOX-131204-23,ZDB-EXP-131204-13,f,f,ZDB-FISH-150901-12314
ZDB-GENOX-131204-24,ZDB-EXP-131204-14,t,t,ZDB-FISH-150901-25573
ZDB-GENOX-131204-25,ZDB-EXP-131204-15,t,t,ZDB-FISH-150901-6475
ZDB-GENOX-131204-3,ZDB-EXP-131204-2,t,t,ZDB-FISH-150901-8550
ZDB-GENOX-131204-5,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8688
ZDB-GENOX-131204-6,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13260
ZDB-GENOX-131204-7,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6851
ZDB-GENOX-131204-8,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12348
ZDB-GENOX-131204-9,ZDB-EXP-131204-8,t,t,ZDB-FISH-150901-26699
ZDB-GENOX-131205-1,ZDB-EXP-131204-3,t,t,ZDB-FISH-150901-13871
ZDB-GENOX-131205-2,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28533
ZDB-GENOX-131205-3,ZDB-EXP-131205-1,t,t,ZDB-FISH-150901-20127
ZDB-GENOX-131205-4,ZDB-EXP-131205-2,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131205-5,ZDB-EXP-131205-2,f,f,ZDB-FISH-150901-25055
ZDB-GENOX-131205-6,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25055
ZDB-GENOX-131206-1,ZDB-EXP-131205-3,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131206-10,ZDB-EXP-131206-9,t,t,ZDB-FISH-150901-1976
ZDB-GENOX-131206-11,ZDB-EXP-131206-10,t,t,ZDB-FISH-150901-19207
ZDB-GENOX-131206-12,ZDB-EXP-131206-11,t,t,ZDB-FISH-150901-16467
ZDB-GENOX-131206-13,ZDB-EXP-131206-13,t,t,ZDB-FISH-150901-26459
ZDB-GENOX-131206-14,ZDB-EXP-131206-12,t,t,ZDB-FISH-150901-8329
ZDB-GENOX-131206-2,ZDB-EXP-131205-3,f,f,ZDB-FISH-150901-25055
ZDB-GENOX-131206-3,ZDB-EXP-131206-2,t,t,ZDB-FISH-150901-11968
ZDB-GENOX-131206-4,ZDB-EXP-131206-3,t,t,ZDB-FISH-150901-18321
ZDB-GENOX-131206-5,ZDB-EXP-131206-4,t,t,ZDB-FISH-150901-23792
ZDB-GENOX-131206-6,ZDB-EXP-131206-5,t,t,ZDB-FISH-150901-5590
ZDB-GENOX-131206-7,ZDB-EXP-131206-6,t,t,ZDB-FISH-150901-17403
ZDB-GENOX-131206-8,ZDB-EXP-131206-7,t,t,ZDB-FISH-150901-1056
ZDB-GENOX-131206-9,ZDB-EXP-131206-8,t,t,ZDB-FISH-150901-144
ZDB-GENOX-131209-1,ZDB-EXP-131209-1,t,t,ZDB-FISH-150901-2893
ZDB-GENOX-131209-10,ZDB-EXP-131209-12,t,t,ZDB-FISH-150901-957
ZDB-GENOX-131209-11,ZDB-EXP-131209-13,t,t,ZDB-FISH-150901-11048
ZDB-GENOX-131209-12,ZDB-EXP-131209-14,t,t,ZDB-FISH-150901-13673
ZDB-GENOX-131209-13,ZDB-EXP-131209-15,t,t,ZDB-FISH-150901-15582
ZDB-GENOX-131209-14,ZDB-EXP-131209-16,t,t,ZDB-FISH-150901-21960
ZDB-GENOX-131209-15,ZDB-EXP-131209-17,t,t,ZDB-FISH-150901-27395
ZDB-GENOX-131209-16,ZDB-EXP-131209-18,t,t,ZDB-FISH-150901-6476
ZDB-GENOX-131209-17,ZDB-EXP-131204-14,t,t,ZDB-FISH-150901-27465
ZDB-GENOX-131209-18,ZDB-EXP-131204-15,t,t,ZDB-FISH-150901-7482
ZDB-GENOX-131209-19,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5950
ZDB-GENOX-131209-2,ZDB-EXP-131209-3,t,t,ZDB-FISH-150901-2893
ZDB-GENOX-131209-20,ZDB-EXP-131209-2,t,t,ZDB-FISH-150901-16468
ZDB-GENOX-131209-21,ZDB-EXP-131209-19,t,t,ZDB-FISH-150901-24683
ZDB-GENOX-131209-22,ZDB-EXP-131209-20,t,t,ZDB-FISH-150901-5154
ZDB-GENOX-131209-3,ZDB-EXP-131209-1,t,t,ZDB-FISH-150901-365
ZDB-GENOX-131209-4,ZDB-EXP-131209-8,t,t,ZDB-FISH-150901-4700
ZDB-GENOX-131209-5,ZDB-EXP-131209-7,t,t,ZDB-FISH-150901-14692
ZDB-GENOX-131209-6,ZDB-EXP-131209-6,t,t,ZDB-FISH-150901-3809
ZDB-GENOX-131209-7,ZDB-EXP-131209-9,t,t,ZDB-FISH-150901-1977
ZDB-GENOX-131209-8,ZDB-EXP-131209-11,t,t,ZDB-FISH-150901-11969
ZDB-GENOX-131209-9,ZDB-EXP-131209-10,t,t,ZDB-FISH-150901-26460
ZDB-GENOX-131210-1,ZDB-EXP-131210-2,t,t,ZDB-FISH-150901-18844
ZDB-GENOX-131210-10,ZDB-EXP-131210-6,f,f,ZDB-FISH-150901-16813
ZDB-GENOX-131210-12,ZDB-EXP-131210-6,f,f,ZDB-FISH-150901-4204
ZDB-GENOX-131210-13,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4204
ZDB-GENOX-131210-14,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17783
ZDB-GENOX-131210-15,ZDB-EXP-131210-9,t,t,ZDB-FISH-150901-21040
ZDB-GENOX-131210-16,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6852
ZDB-GENOX-131210-17,ZDB-EXP-131209-22,f,f,ZDB-FISH-150901-16813
ZDB-GENOX-131210-18,ZDB-EXP-070511-5,t,t,ZDB-FISH-150901-16813
ZDB-GENOX-131210-2,ZDB-EXP-131210-3,t,t,ZDB-FISH-150901-21590
ZDB-GENOX-131210-3,ZDB-EXP-131210-1,t,t,ZDB-FISH-150901-21865
ZDB-GENOX-131210-4,ZDB-EXP-131210-5,t,t,ZDB-FISH-150901-13400
ZDB-GENOX-131210-5,ZDB-EXP-131210-4,t,t,ZDB-FISH-150901-9751
ZDB-GENOX-131210-6,ZDB-EXP-131209-21,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131210-8,ZDB-EXP-131209-22,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-1,ZDB-EXP-131210-7,t,t,ZDB-FISH-150901-9298
ZDB-GENOX-131211-12,ZDB-EXP-131211-7,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-13,ZDB-EXP-131211-8,t,t,ZDB-FISH-150901-26925
ZDB-GENOX-131211-14,ZDB-EXP-131211-9,t,t,ZDB-FISH-150901-24272
ZDB-GENOX-131211-15,ZDB-EXP-131211-12,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-16,ZDB-EXP-131211-10,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-17,ZDB-EXP-131211-11,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-18,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21426
ZDB-GENOX-131211-19,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20505
ZDB-GENOX-131211-2,ZDB-EXP-131210-6,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-3,ZDB-EXP-131210-8,t,t,ZDB-FISH-150901-21126
ZDB-GENOX-131211-4,ZDB-EXP-131211-1,f,f,ZDB-FISH-150901-29105
ZDB-GENOX-131211-5,ZDB-EXP-131202-1,t,t,ZDB-FISH-150901-25840
ZDB-GENOX-131211-6,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26835
ZDB-GENOX-131211-7,ZDB-EXP-131211-4,f,f,ZDB-FISH-150901-26835
ZDB-GENOX-131211-8,ZDB-EXP-131211-5,f,f,ZDB-FISH-150901-26835
ZDB-GENOX-131211-9,ZDB-EXP-131211-6,f,f,ZDB-FISH-150901-29105
