featureid,variantnote,allelenote
ZDB-ALT-110201-13,,allele
ZDB-ALT-110201-16,,allele
ZDB-ALT-110201-19,,allele
ZDB-ALT-110201-21,,allele
ZDB-ALT-110201-24,,allele
ZDB-ALT-110201-27,,allele
ZDB-ALT-110201-3,,allele
ZDB-ALT-110201-32,,allele
ZDB-ALT-110201-5,,allele
ZDB-ALT-110201-8,,allele
ZDB-ALT-110202-10,,allele
ZDB-ALT-110202-13,,allele
ZDB-ALT-110202-4,,allele
ZDB-ALT-110202-7,,allele
ZDB-ALT-110722-11,,allele
ZDB-ALT-110722-14,,allele
ZDB-ALT-110722-17,,allele
ZDB-ALT-110722-22,,allele
ZDB-ALT-110722-25,,allele
ZDB-ALT-110722-28,,allele
ZDB-ALT-110722-33,,allele
ZDB-ALT-110722-6,,allele
ZDB-ALT-110722-9,,allele
ZDB-ALT-110127-10,,allele
ZDB-ALT-110127-13,,allele
ZDB-ALT-110127-16,,allele
ZDB-ALT-110127-19,,allele
ZDB-ALT-110127-9,,allele
ZDB-ALT-110131-10,,allele
ZDB-ALT-110131-13,,allele
ZDB-ALT-110131-16,,allele
ZDB-ALT-110131-22,,allele
ZDB-ALT-110131-5,,allele
ZDB-ALT-110131-6,,allele
ZDB-ALT-110131-9,,allele
ZDB-ALT-110201-11,,allele
ZDB-ALT-110201-14,,allele
ZDB-ALT-110201-17,,allele
ZDB-ALT-110201-2,,allele
ZDB-ALT-110201-22,,allele
ZDB-ALT-110201-25,,allele
ZDB-ALT-110201-28,,allele
ZDB-ALT-110201-30,,allele
ZDB-ALT-110201-33,,allele
ZDB-ALT-110201-6,,allele
ZDB-ALT-110201-9,,allele
ZDB-ALT-110202-11,,allele
ZDB-ALT-110202-14,,allele
ZDB-ALT-110202-2,,allele
ZDB-ALT-110202-5,,allele
ZDB-ALT-110202-8,,allele
ZDB-ALT-110722-12,,allele
ZDB-ALT-110722-15,,allele
ZDB-ALT-110722-18,,allele
ZDB-ALT-110722-20,,allele
ZDB-ALT-110722-23,,allele
ZDB-ALT-110722-26,,allele
ZDB-ALT-110722-29,,allele
ZDB-ALT-110722-31,,allele
ZDB-ALT-110722-7,,allele
ZDB-ALT-200520-1,,allele
ZDB-ALT-170622-9,,allele
ZDB-ALT-090423-4,,allele
ZDB-ALT-120404-1,,allele
ZDB-ALT-100308-2,,allele
ZDB-ALT-111014-4,,allele
ZDB-ALT-111014-14,,allele
ZDB-ALT-111014-15,,allele
ZDB-ALT-111014-16,,allele
ZDB-ALT-110426-1,,allele
ZDB-ALT-101129-6,,allele
ZDB-ALT-110504-1,,allele
ZDB-ALT-160426-22,,allele
ZDB-ALT-171003-11,,allele
ZDB-ALT-110826-1,,allele
ZDB-ALT-160426-19,,allele
ZDB-ALT-160426-21,,allele
ZDB-ALT-070706-1,,allele
ZDB-ALT-991208-35,,allele
ZDB-ALT-991208-40,,allele
ZDB-ALT-991201-104,,allele
ZDB-ALT-991201-136,,allele
ZDB-ALT-991130-131,,allele
ZDB-ALT-991201-88,,allele
ZDB-ALT-991201-131,,allele
ZDB-ALT-991201-70,,allele
ZDB-ALT-991201-82,,allele
ZDB-ALT-991201-98,,allele
ZDB-ALT-120201-1,,allele
ZDB-ALT-120906-2,,allele
ZDB-ALT-090408-2,,allele
ZDB-ALT-090408-1,,allele
ZDB-ALT-100629-1,,allele
ZDB-ALT-100811-1,,allele
ZDB-ALT-110126-1,,allele
ZDB-ALT-080827-2,,allele
ZDB-ALT-050224-2,,allele
ZDB-ALT-040713-8,,allele
ZDB-ALT-040927-30,,allele
ZDB-ALT-040316-4,,allele
ZDB-ALT-070314-12,,allele
ZDB-ALT-070314-15,,allele
ZDB-ALT-070314-3,,allele
ZDB-ALT-070314-6,,allele
ZDB-ALT-070314-9,,allele
ZDB-ALT-030702-2,,allele
ZDB-ALT-040913-6,,allele
ZDB-ALT-000712-2,,allele
ZDB-ALT-050930-2,,allele
ZDB-ALT-030812-2,,allele
ZDB-ALT-030812-8,,allele
ZDB-ALT-050524-2,,allele
ZDB-ALT-090122-1,,allele
ZDB-ALT-100730-1,,allele
ZDB-ALT-160907-2,,allele
ZDB-ALT-171129-4,,allele
ZDB-ALT-100520-1,,allele
ZDB-ALT-080528-5,,allele
ZDB-ALT-170913-4,,allele
ZDB-ALT-090127-1,,allele
ZDB-ALT-090115-1,,allele
ZDB-ALT-090914-1,,allele
ZDB-ALT-081126-1,,allele
ZDB-ALT-101103-3,,allele
ZDB-ALT-130911-9,,allele
ZDB-ALT-130911-10,,allele
ZDB-ALT-100514-7,,allele
ZDB-ALT-100514-5,,allele
ZDB-ALT-100514-6,,allele
ZDB-ALT-100514-8,,allele
ZDB-ALT-100514-10,,allele
ZDB-ALT-100514-9,,allele
ZDB-ALT-100514-11,,allele
ZDB-ALT-100514-12,,allele
ZDB-ALT-100514-13,,allele
ZDB-ALT-100514-14,,allele
ZDB-ALT-100514-15,,allele
ZDB-ALT-100514-16,,allele
ZDB-ALT-100514-2,,allele
ZDB-ALT-100514-4,,allele
ZDB-ALT-100514-1,,allele
ZDB-ALT-100430-4,,allele
ZDB-ALT-100514-3,,allele
ZDB-ALT-090619-3,,allele
ZDB-ALT-090625-1,,allele
ZDB-ALT-200519-5,,allele
ZDB-ALT-090115-2,,allele
ZDB-ALT-100902-1,,allele
ZDB-ALT-200519-6,,allele
ZDB-ALT-120926-1,,allele
ZDB-ALT-111018-9,,allele
ZDB-ALT-100803-1,,allele
ZDB-ALT-110201-1,,allele
ZDB-ALT-110429-1,,allele
ZDB-ALT-110429-2,,allele
ZDB-ALT-100519-1,,allele
ZDB-ALT-081212-5,,allele
ZDB-ALT-130911-11,,allele
ZDB-ALT-100602-1,,allele
ZDB-ALT-090702-4,,allele
ZDB-ALT-080827-24,,allele
ZDB-ALT-080909-1,,allele
ZDB-ALT-100322-2,,allele
ZDB-ALT-131226-1,,allele
ZDB-ALT-110214-1,,allele
ZDB-ALT-150727-3,,allele
ZDB-ALT-070523-2,,allele
ZDB-ALT-100519-2,,allele
ZDB-ALT-991201-5,,
ZDB-ALT-980203-1607,,
ZDB-ALT-180504-11,,allele
