"Allele","ZFIN ID","Background"
"sa17923","ZDB-GENE-990415-31","TL"
"sa17924","ZDB-GENE-050912-2","TL"
"sa17925","ZDB-GENE-041114-40","TL"
"sa17926","ZDB-GENE-040426-2394","TL"
"sa17927","ZDB-GENE-040426-2419","TL"
"sa17928","ZDB-GENE-070705-271","TL"
"sa17930","ZDB-GENE-081104-348","TL"
"sa17931","ZDB-GENE-060427-5","TL"
"sa17932","ZDB-GENE-071207-2","TL"
"sa17933","ZDB-GENE-060503-889","TL"
"sa17934","ZDB-GENE-050522-304","TL"
"sa17937","ZDB-GENE-080717-1","TL"
"sa17938","ZDB-GENE-091015-2","TL"
"sa17939","ZDB-GENE-121214-77","TL"
"sa17940","ZDB-GENE-040718-40","TL"
"sa17941","ZDB-GENE-060818-36","TL"
"sa17942","ZDB-GENE-060503-420","TL"
"sa17943","ZDB-GENE-050411-27","TL"
"sa17944","ZDB-GENE-041014-1","TL"
"sa17945","ZDB-GENE-121214-124","TL"
"sa17946","ZDB-GENE-090313-270","TL"
"sa17949","ZDB-GENE-040426-1011","TL"
"sa17950","ZDB-GENE-100922-124","TL"
"sa17951","ZDB-GENE-040928-2","TL"
"sa17952","ZDB-GENE-030131-6422","TL"
"sa17953","ZDB-GENE-090313-11","TL"
"sa17954","ZDB-GENE-050327-97","TL"
"sa17955","ZDB-GENE-030616-54","TL"
"sa17956","ZDB-GENE-030131-3294","TL"
"sa17958","ZDB-GENE-030131-8470","TL"
"sa17959","ZDB-GENE-040809-1","TL"
"sa17960","ZDB-GENE-030616-438","TL"
"sa17961","ZDB-GENE-030131-9854","TL"
"sa17962","ZDB-GENE-050419-219","TL"
"sa17963","ZDB-GENE-990415-141","TL"
"sa17964","ZDB-GENE-050320-51","TL"
"sa17965","ZDB-GENE-080516-4","TL"
"sa17966","ZDB-GENE-070510-2","TL"
"sa17967","ZDB-GENE-050809-38","TL"
"sa17968","ZDB-GENE-110411-42","TL"
"sa17970","ZDB-GENE-090306-3","TL"
"sa17971","ZDB-GENE-060503-369","TL"
"sa17972","ZDB-GENE-060616-238","TL"
"sa17973","ZDB-GENE-040426-2266","TL"
"sa17974","ZDB-GENE-030131-7799","TL"
"sa17975","ZDB-GENE-061221-2","TL"
"sa17976","ZDB-GENE-030131-5437","TL"
"sa17977","ZDB-GENE-040718-246","TL"
"sa17978","ZDB-GENE-050107-4","TL"
"sa17980","ZDB-GENE-060503-84","TL"
"sa17981","ZDB-GENE-030131-8415","TL"
"sa17983","ZDB-GENE-041114-137","TL"
"sa17984","ZDB-GENE-091118-65","TL"
"sa17985","ZDB-GENE-060929-708","TL"
"sa17986","ZDB-GENE-070705-307","TL"
"sa17988","ZDB-GENE-030131-5511","TL"
"sa17989","ZDB-GENE-101028-4","TL"
"sa17991","ZDB-GENE-030131-408","TL"
"sa17992","ZDB-GENE-040426-1121","TL"
"sa17993","ZDB-GENE-040912-160","TL"
"sa17994","ZDB-GENE-041014-322","TL"
"sa17995","ZDB-GENE-040426-2898","TL"
"sa17996","ZDB-GENE-060503-664","TL"
"sa17998","ZDB-GENE-030925-47","TL"
"sa17999","ZDB-GENE-120215-156","TL"
"sa18000","ZDB-GENE-041210-202","TL"
"sa18001","ZDB-GENE-060526-233","TL"
"sa18002","ZDB-GENE-060526-349","TL"
"sa18003","ZDB-GENE-030131-2032","TL"
"sa18004","ZDB-GENE-061103-52","TL"
"sa18005","ZDB-GENE-050203-2","TL"
"sa18006","ZDB-GENE-050809-47","TL"
"sa18007","ZDB-GENE-030131-8888","TL"
"sa18008","ZDB-GENE-050706-89","TL"
"sa18009","ZDB-GENE-041008-142","TL"
"sa18010","ZDB-GENE-990415-34","TL"
"sa18011","ZDB-GENE-090313-357","TL"
"sa18012","ZDB-GENE-030131-4780","TL"
"sa18013","ZDB-GENE-050525-3","TL"
"sa18014","ZDB-GENE-070209-143","TL"
"sa18015","ZDB-GENE-081104-258","TL"
"sa18016","ZDB-GENE-030131-8760","TL"
"sa18017","ZDB-GENE-090313-341","TL"
"sa18018","ZDB-GENE-111109-1","TL"
"sa18019","ZDB-GENE-991123-5","TL"
"sa18020","ZDB-GENE-041210-210","TL"
"sa18021","ZDB-GENE-040917-2","TL"
"sa18022","ZDB-GENE-091204-465","TL"
"sa18023","ZDB-GENE-091204-465","TL"
"sa18024","ZDB-GENE-071018-1","TL"
"sa18025","ZDB-GENE-070912-290","TL"
"sa18026","ZDB-GENE-050309-191","TL"
"sa18027","ZDB-GENE-080104-7","TL"
"sa18028","ZDB-GENE-050522-236","TL"
"sa18029","ZDB-GENE-080204-19","TL"
"sa18030","ZDB-GENE-030131-7787","TL"
"sa18031","ZDB-GENE-100309-2","TL"
"sa18032","ZDB-GENE-030616-583","TL"
"sa18033","ZDB-GENE-040426-993","TL"
"sa18035","ZDB-GENE-070209-80","TL"
"sa18036","ZDB-GENE-071218-4","TL"
"sa18038","ZDB-GENE-090312-15","TL"
"sa18039","ZDB-GENE-990415-60","TL"
"sa18042","ZDB-GENE-060610-1","TL"
"sa18043","ZDB-GENE-040913-1","TL"
"sa18044","ZDB-GENE-030131-618","TL"
"sa18045","ZDB-GENE-050712-4","TL"
"sa18046","ZDB-GENE-041001-205","TL"
"sa18047","ZDB-GENE-070806-8","TL"
"sa18048","ZDB-GENE-090312-115","TL"
"sa18049","ZDB-GENE-060503-215","TL"
"sa18050","ZDB-GENE-050201-4","TL"
"sa18051","ZDB-GENE-030131-8026","TL"
"sa18052","ZDB-GENE-041111-75","TL"
"sa18053","ZDB-GENE-081104-24","TL"
"sa18054","ZDB-GENE-070804-4","TL"
"sa18055","ZDB-GENE-100921-2","TL"
"sa18056","ZDB-GENE-070206-9","TL"
"sa18057","ZDB-GENE-030131-9532","TL"
"sa18058","ZDB-GENE-040426-980","TL"
"sa18059","ZDB-GENE-040426-57","TL"
"sa18061","ZDB-GENE-070705-219","TL"
"sa18062","ZDB-GENE-030113-2","TL"
"sa18063","ZDB-GENE-091118-115","TL"
"sa18064","ZDB-GENE-091116-82","TL"
"sa18065","ZDB-GENE-121214-245","TL"
"sa18066","ZDB-GENE-061103-70","TL"
"sa18067","ZDB-GENE-100921-78","TL"
"sa18068","ZDB-GENE-030131-7489","TL"
"sa18069","ZDB-GENE-040504-1","TL"
"sa18070","ZDB-GENE-060503-191","TL"
"sa18071","ZDB-GENE-030131-5790","TL"
"sa18073","ZDB-GENE-090313-341","TL"
"sa18074","ZDB-GENE-040827-4","TL"
"sa18075","ZDB-GENE-070912-607","TL"
"sa18076","ZDB-GENE-040426-2598","TL"
"sa18078","ZDB-GENE-040426-2762,ZDB-GENE-080227-6,ZDB-GENE-080227-3,ZDB-GENE-080227-7,ZDB-GENE-080227-5,ZDB-GENE-071004-5","TL"
"sa18082","ZDB-GENE-030318-3","TL"
"sa18083","ZDB-GENE-990415-252","TL"
"sa18084","ZDB-GENE-050809-146","TL"
"sa18085","ZDB-GENE-040914-58","TL"
"sa18086","ZDB-GENE-050208-586","TL"
"sa18087","ZDB-GENE-070912-531","TL"
"sa18088","ZDB-GENE-030131-3497","TL"
"sa18091","ZDB-GENE-040426-1708","TL"
"sa18093","ZDB-GENE-100922-8,ZDB-GENE-100922-177","TL"
"sa18094","ZDB-GENE-030131-1361","TL"
"sa18096","ZDB-GENE-030131-9805","TL"
"sa18097","ZDB-GENE-030131-6101","TL"
"sa18098","ZDB-GENE-030131-9544","TL"
"sa18100","ZDB-GENE-030131-9122","TL"
"sa18101","ZDB-GENE-070912-226","TL"
"sa18102","ZDB-GENE-060710-2","TL"
"sa18103","ZDB-GENE-110621-2","TL"
"sa18105","ZDB-GENE-050320-89","TL"
"sa18106","ZDB-GENE-081104-362","TL"
"sa18107","ZDB-GENE-030131-4633","TL"
"sa18108","ZDB-GENE-070814-6","TL"
"sa18109","ZDB-GENE-121214-344","TL"
"sa18110","ZDB-GENE-100316-4","TL"
"sa18111","ZDB-GENE-040718-74","TL"
"sa18112","ZDB-GENE-030123-1","TL"
"sa18113","ZDB-GENE-061027-372","TL"
"sa18115","ZDB-GENE-050208-374","TL"
"sa18116","ZDB-GENE-030131-7126","TL"
"sa18117","ZDB-GENE-061025-1","TL"
"sa18118","ZDB-GENE-081124-1","TL"
"sa18119","ZDB-GENE-030131-9824","TL"
"sa18120","ZDB-GENE-030131-2969","TL"
"sa18121","ZDB-GENE-030616-413","TL"
"sa18122","ZDB-GENE-121214-115","TL"
"sa18123","ZDB-GENE-040426-2671","TL"
"sa18124","ZDB-GENE-030911-6","TL"
"sa18126","ZDB-GENE-051201-1","TL"
"sa18128","ZDB-GENE-040426-2262","TL"
"sa18129","ZDB-GENE-040624-6","TL"
"sa18130","ZDB-GENE-030616-413","TL"
"sa18131","ZDB-GENE-030131-8978","TL"
"sa18132","ZDB-GENE-080204-66","TL"
"sa18133","ZDB-GENE-030131-4490","TL"
"sa18134","ZDB-GENE-030131-576","TL"
"sa18135","ZDB-GENE-080204-119","TL"
"sa18136","ZDB-GENE-080423-1","TL"
"sa18137","ZDB-GENE-030131-9732","TL"
"sa18139","ZDB-GENE-090312-97","TL"
"sa18140","ZDB-GENE-041114-109","TL"
"sa18141","ZDB-GENE-040822-14","TL"
"sa18142","ZDB-GENE-060526-346","TL"
"sa18144","ZDB-GENE-081104-431","TL"
"sa18147","ZDB-GENE-000823-1","TL"
"sa18148","ZDB-GENE-041210-312","TL"
"sa18149","ZDB-GENE-080409-2","TL"
"sa18150","ZDB-GENE-110411-37","TL"
"sa18151","ZDB-GENE-030131-3376","TL"
"sa18152","ZDB-GENE-050522-540","TL"
"sa18153","ZDB-GENE-030131-5870","TL"
"sa18154","ZDB-GENE-030826-12","TL"
"sa18155","ZDB-GENE-091014-2","TL"
"sa18156","ZDB-GENE-030131-3758","TL"
"sa18158","ZDB-GENE-040426-1138","TL"
"sa18159","ZDB-GENE-060825-261","TL"
"sa18160","ZDB-GENE-050522-154","TL"
"sa18161","ZDB-GENE-110411-146","TL"
"sa18162","ZDB-GENE-050419-251","TL"
"sa18163","ZDB-GENE-060503-776","TL"
"sa18164","ZDB-GENE-040912-67","TL"
"sa18165","ZDB-GENE-080204-122","TL"
"sa18166","ZDB-GENE-060810-36,ZDB-GENE-091204-147","TL"
"sa18168","ZDB-GENE-071206-1","TL"
"sa18169","ZDB-GENE-121214-195","TL"
"sa18170","ZDB-GENE-080728-3","TL"
"sa18171","ZDB-GENE-050525-2","TL"
"sa18172","ZDB-GENE-050809-38","TL"
"sa18174","ZDB-GENE-041210-299","TL"
"sa18175","ZDB-GENE-050517-23","TL"
"sa18176","ZDB-GENE-060526-329","TL"
"sa18178","ZDB-GENE-060526-349","TL"
"sa18179","ZDB-GENE-100922-30","TL"
"sa18180","ZDB-GENE-050211-6","TL"
"sa18181","ZDB-GENE-081104-392","TL"
"sa18182","ZDB-GENE-080303-4","TL"
"sa18183","ZDB-GENE-040801-91","TL"
"sa18184","ZDB-GENE-030131-1731","TL"
"sa18185","ZDB-GENE-080829-11","TL"
"sa18188","ZDB-GENE-030131-4878","TL"
"sa18189","ZDB-GENE-030131-6462","TL"
"sa18190","ZDB-GENE-030131-2523","TL"
"sa18191","ZDB-GENE-070912-395","TL"
"sa18192","ZDB-GENE-081022-173","TL"
"sa18194","ZDB-GENE-040724-145","TL"
"sa18195","ZDB-GENE-030710-11","TL"
"sa18196","ZDB-GENE-081031-7","TL"
"sa18197","ZDB-GENE-030131-1711","TL"
"sa18198","ZDB-GENE-031008-2","TL"
"sa18199","ZDB-GENE-060503-153","TL"
"sa18200","ZDB-GENE-030131-9588","TL"
"sa18202","ZDB-GENE-070906-1","TL"
"sa18203","ZDB-GENE-030603-1","TL"
"sa18204","ZDB-GENE-050419-262","TL"
"sa18206","ZDB-GENE-030131-6523","TL"
"sa18207","ZDB-GENE-060531-95","TL"
"sa18208","ZDB-GENE-080321-1","TL"
"sa18210","ZDB-GENE-980526-283","TL"
"sa18211","ZDB-GENE-041111-194","TL"
"sa18212","ZDB-GENE-030616-605","TL"
"sa18213","ZDB-GENE-060727-1","TL"
"sa18214","ZDB-GENE-071004-18","TL"
"sa18216","ZDB-GENE-040801-78","TL"
"sa18217","ZDB-GENE-030131-7197","TL"
"sa18218","ZDB-GENE-030131-4298","TL"
"sa18219","ZDB-GENE-091204-198","TL"
"sa18220","ZDB-GENE-050522-532","TL"
"sa18221","ZDB-GENE-100519-4","TL"
"sa18222","ZDB-GENE-050309-145","TL"
"sa18223","ZDB-GENE-090313-318","TL"
"sa18224","ZDB-GENE-060929-604","TL"
"sa18225","ZDB-GENE-090309-3","TL"
"sa18226","ZDB-GENE-100922-283","TL"
"sa18227","ZDB-GENE-110411-84","TL"
"sa18228","ZDB-GENE-040704-64","TL"
"sa18229","ZDB-GENE-031030-12","TL"
"sa18230","ZDB-GENE-041010-43","TL"
"sa18231","ZDB-GENE-030131-9823","TL"
"sa18232","ZDB-GENE-090312-49","TL"
"sa18233","ZDB-GENE-030616-60","TL"
"sa18235","ZDB-GENE-070410-134","TL"
"sa18236","ZDB-GENE-030131-9770","TL"
"sa18237","ZDB-GENE-050309-15","TL"
"sa18238","ZDB-GENE-040704-37","TL"
"sa18239","ZDB-GENE-020108-2","TL"
"sa18240","ZDB-GENE-070112-292","TL"
"sa18241","ZDB-GENE-060512-349","TL"
"sa18243","ZDB-GENE-980526-474","TL"
"sa18244","ZDB-GENE-990415-36","TL"
"sa18245","ZDB-GENE-060503-699","TL"
"sa18246","ZDB-GENE-070209-50","TL"
"sa18247","ZDB-GENE-040704-58","TL"
"sa18248","ZDB-GENE-030616-413","TL"
"sa18249","ZDB-GENE-060503-729","TL"
"sa18250","ZDB-GENE-050522-514","TL"
"sa18251","ZDB-GENE-050522-484","TL"
"sa18252","ZDB-GENE-050208-640","TL"
"sa18253","ZDB-GENE-090313-201","TL"
"sa18254","ZDB-GENE-060526-345","TL"
"sa18257","ZDB-GENE-081104-100","TL"
"sa18258","ZDB-GENE-050309-23","TL"
"sa18259","ZDB-GENE-050522-523","TL"
"sa18260","ZDB-GENE-091116-82","TL"
"sa18262","ZDB-GENE-030131-7434","TL"
"sa18263","ZDB-GENE-040724-123","TL"
"sa18264","ZDB-GENE-050320-121","TL"
"sa18265","ZDB-GENE-030131-7450","TL"
"sa18266","ZDB-GENE-050208-491","TL"
"sa18267","ZDB-GENE-030131-9823","TL"
"sa18268","ZDB-GENE-050913-141","TL"
"sa18269","ZDB-GENE-021022-3","TL"
"sa18270","ZDB-GENE-040426-996","TL"
"sa18271","ZDB-GENE-090909-2","TL"
"sa18272","ZDB-GENE-050327-91","TL"
"sa18274","ZDB-GENE-090312-12","TL"
"sa18275","ZDB-GENE-030131-6456","TL"
"sa18276","ZDB-GENE-070705-359","TL"
"sa18277","ZDB-GENE-081105-83","TL"
"sa18278","ZDB-GENE-030131-8092","TL"
"sa18279","ZDB-GENE-030131-6671","TL"
"sa18280","ZDB-GENE-030131-1515","TL"
"sa18281","ZDB-GENE-090312-3","TL"
"sa18282","ZDB-GENE-040426-975","TL"
"sa18283","ZDB-GENE-040827-4","TL"
"sa18284","ZDB-GENE-040822-14","TL"
"sa18285","ZDB-GENE-120215-23","TL"
"sa18286","ZDB-GENE-050208-274","TL"
"sa18288","ZDB-GENE-041114-4","TL"
"sa18289","ZDB-GENE-061215-112","TL"
"sa18290","ZDB-GENE-050809-19","TL"
"sa18291","ZDB-GENE-060125-1","TL"
"sa18293","ZDB-GENE-060825-174","TL"
"sa18294","ZDB-GENE-030827-4","TL"
"sa18295","ZDB-GENE-130517-2","TL"
"sa18296","ZDB-GENE-040724-162","TL"
"sa18297","ZDB-GENE-030131-6302","TL"
"sa18298","ZDB-GENE-090312-66","TL"
"sa18299","ZDB-GENE-030131-4992","TL"
"sa18300","ZDB-GENE-040426-1378","TL"
"sa18302","ZDB-GENE-070410-118","TL"
"sa18303","ZDB-GENE-081103-31","TL"
"sa18306","ZDB-GENE-040426-1127","TL"
"sa18307","ZDB-GENE-030131-5478","TL"
"sa18308","ZDB-GENE-040426-2714","TL"
"sa18309","ZDB-GENE-060929-608","TL"
"sa18310","ZDB-GENE-061013-179","TL"
"sa18311","ZDB-GENE-000209-3","TL"
"sa18312","ZDB-GENE-041111-200","TL"
"sa18313","ZDB-GENE-990714-16","TL"
"sa18314","ZDB-GENE-070424-33","TL"
"sa18315","ZDB-GENE-091204-65","TL"
"sa18316","ZDB-GENE-060421-2552","TL"
"sa18317","ZDB-GENE-030131-8256","TL"
"sa18319","ZDB-GENE-060810-182","TL"
"sa18321","ZDB-GENE-110408-40","TL"
"sa18322","ZDB-GENE-030131-1819","TL"
"sa18323","ZDB-GENE-030616-610","TL"
"sa18324","ZDB-GENE-000208-23","TL"
"sa18325","ZDB-GENE-980526-464","TL"
"sa18326","ZDB-GENE-041001-184","TL"
"sa18328","ZDB-GENE-060612-1","TL"
"sa18329","ZDB-GENE-091117-28","TL"
"sa18330","ZDB-GENE-001205-2","TL"
"sa18331","ZDB-GENE-090313-341","TL"
"sa18332","ZDB-GENE-040426-1379","TL"
"sa18334","ZDB-GENE-090406-1","TL"
"sa18335","ZDB-GENE-041212-49","TL"
"sa18336","ZDB-GENE-070912-490","TL"
"sa18337","ZDB-GENE-040912-60","TL"
"sa18338","ZDB-GENE-050417-135","TL"
"sa18340","ZDB-GENE-080724-12","TL"
"sa18341","ZDB-GENE-081107-41","TL"
"sa18343","ZDB-GENE-040426-1290","TL"
"sa18344","ZDB-GENE-100624-1","TL"
"sa18346","ZDB-GENE-090313-295","TL"
"sa18347","ZDB-GENE-090313-154","TL"
"sa18350","ZDB-GENE-040426-2269","TL"
"sa18351","ZDB-GENE-060825-93","TL"
"sa18352","ZDB-GENE-020111-2","TL"
"sa18354","ZDB-GENE-041111-216","TL"
"sa18355","ZDB-GENE-070912-325","TL"
"sa18357","ZDB-GENE-121214-331","TL"
"sa18358","ZDB-GENE-080220-16","TL"
"sa18359","ZDB-GENE-040718-276","TL"
"sa18360","ZDB-GENE-050420-149","TL"
"sa18361","ZDB-GENE-060503-88","TL"
"sa18362","ZDB-GENE-060503-466","TL"
"sa18363","ZDB-GENE-091204-86","TL"
"sa18364","ZDB-GENE-050208-359","TL"
"sa18365","ZDB-GENE-000607-75","TL"
"sa18366","ZDB-GENE-040426-2395","TL"
"sa18368","ZDB-GENE-080513-3","TL"
"sa18369","ZDB-GENE-060413-8","TL"
"sa18371","ZDB-GENE-071004-98","TL"
"sa18372","ZDB-GENE-010430-2","TL"
"sa18374","ZDB-GENE-060421-4286","TL"
"sa18375","ZDB-GENE-071207-1","TL"
"sa18377","ZDB-GENE-110411-149","TL"
"sa18378","ZDB-GENE-000427-1","TL"
"sa18379","ZDB-GENE-070725-3","TL"
"sa18380","ZDB-GENE-091204-140","TL"
"sa18381","ZDB-GENE-030724-6","TL"
"sa18382","ZDB-GENE-030131-9826","TL"
"sa18383","ZDB-GENE-101001-1","TL"
"sa18384","ZDB-GENE-100921-32,ZDB-GENE-091020-12","TL"
"sa18385","ZDB-GENE-091230-7","TL"
"sa18386","ZDB-GENE-041114-22","TL"
"sa18387","ZDB-GENE-050419-262","TL"
"sa18388","ZDB-GENE-030131-6410","TL"
"sa18389","ZDB-GENE-040910-7,ZDB-GENE-100921-26","TL"
"sa18390","ZDB-GENE-070206-5","TL"
"sa18392","ZDB-GENE-040426-2734","TL"
"sa18394","ZDB-GENE-061027-393","TL"
"sa18395","ZDB-GENE-070912-376,ZDB-GENE-070912-375","TL"
"sa18396","ZDB-GENE-050913-69","TL"
"sa18397","ZDB-GENE-990415-121","TL"
"sa18398","ZDB-GENE-070508-2","TL"
"sa18399","ZDB-GENE-060929-440","TL"
"sa18400","ZDB-GENE-060616-96","TL"
"sa18402","ZDB-GENE-081022-39","TL"
"sa18403","ZDB-GENE-070810-5","TL"
"sa18405","ZDB-GENE-070705-19","TL"
"sa18406","ZDB-GENE-050517-25","TL"
"sa18407","ZDB-GENE-110408-64","TL"
"sa18408","ZDB-GENE-991213-1","TL"
"sa18409","ZDB-GENE-030131-5975","TL"
"sa18412","ZDB-GENE-050419-169","TL"
"sa18413","ZDB-GENE-040724-144","TL"
"sa18414","ZDB-GENE-991209-3","TL"
"sa18415","ZDB-GENE-050517-1","TL"
"sa18416","ZDB-GENE-030131-9770","TL"
"sa18419","ZDB-GENE-081104-474","TL"
"sa18420","ZDB-GENE-030131-1783","TL"
"sa18421","ZDB-GENE-091116-12","TL"
"sa18422","ZDB-GENE-040704-32","TL"
"sa18423","ZDB-GENE-100513-3","TL"
"sa18424","ZDB-GENE-040426-2848","TL"
"sa18425","ZDB-GENE-060929-1066","TL"
"sa18426","ZDB-GENE-040426-1315","TL"
"sa18428","ZDB-GENE-060503-520","TL"
"sa18429","ZDB-GENE-080530-2","TL"
"sa18430","ZDB-GENE-080618-2","TL"
"sa18431","ZDB-GENE-001212-3","TL"
"sa18432","ZDB-GENE-070912-607","TL"
"sa18433","ZDB-GENE-070912-432","TL"
"sa18435","ZDB-GENE-040426-1246","TL"
"sa18436","ZDB-GENE-091204-113,ZDB-GENE-091118-119","TL"
"sa18437","ZDB-GENE-030616-51","TL"
"sa18438","ZDB-GENE-051212-2","TL"
"sa18439","ZDB-GENE-050706-185","TL"
"sa18440","ZDB-GENE-040718-401","TL"
"sa18442","ZDB-GENE-030131-6313","TL"
"sa18443","ZDB-GENE-040426-2847","TL"
"sa18444","ZDB-GENE-040426-1282","TL"
"sa18446","ZDB-GENE-030328-39","TL"
"sa18447","ZDB-GENE-010503-1","TL"
"sa18448","ZDB-GENE-121214-114","TL"
"sa18449","ZDB-GENE-041210-22","TL"
"sa18450","ZDB-GENE-021211-2","TL"
"sa18451","ZDB-GENE-040426-1047","TL"
"sa18452","ZDB-GENE-030131-2969","TL"
"sa18453","ZDB-GENE-030131-2408","TL"
"sa18454","ZDB-GENE-111115-1","TL"
"sa18455","ZDB-GENE-090312-21","TL"
"sa18456","ZDB-GENE-060421-3878","TL"
"sa18457","ZDB-GENE-070424-88","TL"
"sa18458","ZDB-GENE-090313-346,ZDB-GENE-090313-347","TL"
"sa18459","ZDB-GENE-030131-1518","TL"
"sa18460","ZDB-GENE-040426-1001","TL"
"sa18461","ZDB-GENE-040426-1753","TL"
"sa18462","ZDB-GENE-030131-5366","TL"
"sa18463","ZDB-GENE-080204-60","TL"
"sa18464","ZDB-GENE-090313-245","TL"
"sa18465","ZDB-GENE-100209-2","TL"
"sa18467","ZDB-GENE-060616-129","TL"
"sa18468","ZDB-GENE-030311-2","TL"
"sa18469","ZDB-GENE-040116-5","TL"
"sa18471","ZDB-GENE-081104-484","TL"
"sa18472","ZDB-GENE-050809-35","TL"
"sa18473","ZDB-GENE-050523-1","TL"
"sa18474","ZDB-GENE-040927-27","TL"
"sa18476","ZDB-GENE-000616-5","TL"
"sa18478","ZDB-GENE-050419-220","TL"
"sa18479","ZDB-GENE-070705-212","TL"
"sa18480","ZDB-GENE-070301-2","TL"
"sa18481","ZDB-GENE-061207-66","TL"
"sa18482","ZDB-GENE-040426-2941","TL"
"sa18483","ZDB-GENE-070510-1","TL"
"sa18484","ZDB-GENE-050417-383","TL"
"sa18485","ZDB-GENE-060322-9","TL"
"sa18486","ZDB-GENE-060526-354","TL"
"sa18487","ZDB-GENE-110411-102","TL"
"sa18488","ZDB-GENE-071126-1","TL"
"sa18489","ZDB-GENE-040917-2","TL"
"sa18490","ZDB-GENE-070912-361","TL"
"sa18491","ZDB-GENE-070912-361","TL"
"sa18492","ZDB-GENE-020419-37","TL"
"sa18493","ZDB-GENE-990415-20","TL"
"sa18494","ZDB-GENE-081107-54","TL"
"sa18495","ZDB-GENE-040426-1308","TL"
"sa18497","ZDB-GENE-030131-9120","TL"
"sa18498","ZDB-GENE-060621-1","TL"
"sa18499","ZDB-GENE-090428-1","TL"
"sa18500","ZDB-GENE-070705-406","TL"
"sa18501","ZDB-GENE-060503-59","TL"
"sa18502","ZDB-GENE-050208-341","TL"
"sa18503","ZDB-GENE-110114-3,ZDB-GENE-071004-48","TL"
"sa18505","ZDB-GENE-031008-2","TL"
"sa18506","ZDB-GENE-060623-36","TL"
"sa18507","ZDB-GENE-030131-9588","TL"
"sa18508","ZDB-GENE-100920-3","TL"
"sa18509","ZDB-GENE-040625-114","TL"
"sa18510","ZDB-GENE-030131-2624","TL"
"sa18511","ZDB-GENE-070912-512","TL"
"sa18512","ZDB-GENE-030131-5606","TL"
"sa18513","ZDB-GENE-030131-2202","TL"
"sa18514","ZDB-GENE-030131-3251","TL"
"sa18515","ZDB-GENE-070912-607","TL"
"sa18516","ZDB-GENE-081022-148","TL"
"sa18517","ZDB-GENE-030131-9824","TL"
"sa18518","ZDB-GENE-030616-413","TL"
"sa18519","ZDB-GENE-030131-1421","TL"
"sa18520","ZDB-GENE-050107-1","TL"
"sa18521","ZDB-GENE-040724-44","TL"
"sa18522","ZDB-GENE-081105-49,ZDB-GENE-081104-472","TL"
"sa18523","ZDB-GENE-130603-30","TL"
"sa18524","ZDB-GENE-060512-349","TL"
"sa18525","ZDB-GENE-041014-344","TL"
"sa18526","ZDB-GENE-050102-4","TL"
"sa18527","ZDB-GENE-070912-150","TL"
"sa18528","ZDB-GENE-051201-1","TL"
"sa18529","ZDB-GENE-030131-3232","TL"
"sa18530","ZDB-GENE-050522-143","TL"
"sa18531","ZDB-GENE-070615-25","TL"
"sa18532","ZDB-GENE-121214-174","TL"
"sa18533","ZDB-GENE-070206-3","TL"
"sa18535","ZDB-GENE-070112-2282","TL"
"sa18537","ZDB-GENE-090508-7","TL"
"sa18538","ZDB-GENE-030131-3202","TL"
"sa18539","ZDB-GENE-051023-6","TL"
"sa18540","ZDB-GENE-060929-444","TL"
"sa18541","ZDB-GENE-060526-275","TL"
"sa18542","ZDB-GENE-030131-928","TL"
"sa18543","ZDB-GENE-080514-2","TL"
"sa18545","ZDB-GENE-990415-86","TL"
"sa18546","ZDB-GENE-040426-775","TL"
"sa18547","ZDB-GENE-090312-154","TL"
"sa18548","ZDB-GENE-070705-32","TL"
"sa18549","ZDB-GENE-040109-3","TL"
"sa18550","ZDB-GENE-081107-1","TL"
"sa18551","ZDB-GENE-030131-6018","TL"
"sa18553","ZDB-GENE-080204-113","TL"
"sa18554","ZDB-GENE-030616-153","TL"
"sa18555","ZDB-GENE-050309-102","TL"
"sa18556","ZDB-GENE-060503-475","TL"
"sa18557","ZDB-GENE-090313-341","TL"
"sa18558","ZDB-GENE-031222-10","TL"
"sa18559","ZDB-GENE-021226-2","TL"
"sa18561","ZDB-GENE-031010-44","TL"
"sa18562","ZDB-GENE-070912-251","TL"
"sa18563","ZDB-GENE-070912-294","TL"
"sa18564","ZDB-GENE-050810-4","TL"
"sa18565","ZDB-GENE-081104-53","TL"
"sa18566","ZDB-GENE-030131-9460","TL"
"sa18567","ZDB-GENE-011128-4","TL"
"sa18568","ZDB-GENE-070912-512","TL"
"sa18569","ZDB-GENE-070424-49","TL"
"sa18570","ZDB-GENE-040426-2343","TL"
"sa18571","ZDB-GENE-030131-7778","TL"
"sa18573","ZDB-GENE-100209-2","TL"
"sa18574","ZDB-GENE-120206-1","TL"
"sa18575","ZDB-GENE-021031-3","TL"
"sa18576","ZDB-GENE-071207-1","TL"
"sa18577","ZDB-GENE-050706-50","TL"
"sa18579","ZDB-GENE-081105-186","TL"
"sa18580","ZDB-GENE-030131-5064","TL"
"sa18581","ZDB-GENE-041008-78","TL"
"sa18583","ZDB-GENE-050327-55","TL"
"sa18584","ZDB-GENE-050417-412","TL"
"sa18585","ZDB-GENE-060503-794","TL"
"sa18586","ZDB-GENE-030131-8100","TL"
"sa18587","ZDB-GENE-050119-4","TL"
"sa18588","ZDB-GENE-040426-1922","TL"
"sa18590","ZDB-GENE-050208-574","TL"
